placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
tojinbo-shotaro,Face,2026-09-01 00:00:00,2026-09-02 00:00:00,31,0,7,5,3,3,2,2,2,0,0,2,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-09-02 00:00:00,2026-09-03 00:00:00,93,0,21,12,13,13,9,2,2,0,0,2,2,10,5,0,1,0,0,0,1,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-09-03 00:00:00,2026-09-04 00:00:00,10,0,1,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-09-04 00:00:00,2026-09-05 00:00:00,109,0,18,9,15,31,8,0,3,0,0,2,8,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-09-05 00:00:00,2026-09-06 00:00:00,441,0,84,56,58,62,24,9,6,2,0,18,28,43,29,11,7,1,2,0,0,0,0,1,0,0,0,0
tojinbo-shotaro,Face,2026-09-06 00:00:00,2026-09-07 00:00:00,304,1,58,32,34,58,20,12,2,0,0,13,18,15,19,9,10,0,2,0,0,0,0,0,1,0,0,0
tojinbo-shotaro,Face,2026-09-07 00:00:00,2026-09-08 00:00:00,119,0,19,15,31,16,8,3,0,3,0,6,3,6,6,1,1,1,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-09-08 00:00:00,2026-09-09 00:00:00,15,0,0,4,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tojinbo-shotaro,Face,2026-09-09 00:00:00,2026-09-10 00:00:00,40,1,4,6,5,12,8,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-09-10 00:00:00,2026-09-11 00:00:00,212,0,48,32,23,22,13,8,4,3,0,11,17,9,8,6,3,1,1,0,0,2,0,1,0,0,0,0
tojinbo-shotaro,Face,2026-09-11 00:00:00,2026-09-12 00:00:00,241,0,34,23,30,45,16,12,4,1,0,6,27,15,17,10,1,0,0,0,0,0,0,0,0,0,0,0
tojinbo-shotaro,Face,2026-09-12 00:00:00,2026-09-13 00:00:00,334,0,74,44,36,45,26,4,4,2,0,11,26,30,17,5,4,1,5,0,0,0,0,0,0,0,0,0
