placement,object class,aggregate from,aggregate to,total count
tojinbo-shotaro,Person,2025-09-01 00:00:00,2025-09-02 00:00:00,6793
tojinbo-shotaro,Person,2025-09-02 00:00:00,2025-09-03 00:00:00,7047
tojinbo-shotaro,Person,2025-09-03 00:00:00,2025-09-04 00:00:00,6450
tojinbo-shotaro,Person,2025-09-04 00:00:00,2025-09-05 00:00:00,7405
tojinbo-shotaro,Person,2025-09-05 00:00:00,2025-09-06 00:00:00,6764
tojinbo-shotaro,Person,2025-09-06 00:00:00,2025-09-07 00:00:00,14222
tojinbo-shotaro,Person,2025-09-07 00:00:00,2025-09-08 00:00:00,14815
tojinbo-shotaro,Person,2025-09-08 00:00:00,2025-09-09 00:00:00,8002
tojinbo-shotaro,Person,2025-09-09 00:00:00,2025-09-10 00:00:00,7291
tojinbo-shotaro,Person,2025-09-10 00:00:00,2025-09-11 00:00:00,0
