placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
fukui-station-east-entrance,Face,2025-03-01 00:00:00,2025-03-02 00:00:00,393,3,153,37,23,19,20,8,4,7,1,45,14,11,17,12,8,6,5,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-02 00:00:00,2025-03-03 00:00:00,440,4,149,32,27,41,28,15,17,2,0,41,18,16,20,12,6,8,1,0,1,0,1,1,0,0,0,0
fukui-station-east-entrance,Face,2025-03-03 00:00:00,2025-03-04 00:00:00,260,1,80,21,16,27,8,12,9,5,0,27,13,8,12,5,10,4,2,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-04 00:00:00,2025-03-05 00:00:00,290,9,97,18,17,34,17,11,12,2,0,20,17,4,10,9,6,4,3,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-05 00:00:00,2025-03-06 00:00:00,277,2,82,24,21,40,12,8,3,5,1,26,12,9,12,12,4,2,2,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-06 00:00:00,2025-03-07 00:00:00,304,1,93,27,17,20,21,14,12,6,0,27,22,11,16,6,7,3,1,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-07 00:00:00,2025-03-08 00:00:00,325,2,94,18,26,34,15,19,16,16,0,23,14,14,10,5,10,5,4,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-08 00:00:00,2025-03-09 00:00:00,458,2,136,43,37,33,31,22,23,10,0,41,15,20,14,11,10,5,4,0,1,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-09 00:00:00,2025-03-10 00:00:00,403,5,120,28,18,39,23,17,12,12,0,30,26,13,27,16,12,3,2,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-10 00:00:00,2025-03-11 00:00:00,320,4,101,23,17,35,15,14,14,8,0,19,14,13,12,13,7,5,6,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2025-03-11 00:00:00,2025-03-12 00:00:00,248,3,77,17,12,16,17,16,8,5,4,23,12,13,6,8,7,3,1,0,0,0,0,0,0,0,0,0
