placement,object class,aggregate from,aggregate to,total count,male range00to05,male range06to12,male range13to17,male range18to24,male range25to34,male range35to44,male range45to54,male range55to64,male range65over,female range00to05,female range06to12,female range13to17,female range18to24,female range25to34,female range35to44,female range45to54,female range55to64,female range65over,other range00to05,other range06to12,other range13to17,other range18to24,other range25to34,other range35to44,other range45to54,other range55to64,other range65over
fukui-station-east-entrance,Face,2026-06-01 00:00:00,2026-06-02 00:00:00,295,2,100,25,14,23,20,11,9,6,1,23,13,10,12,11,5,4,6,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-06-02 00:00:00,2026-06-03 00:00:00,299,4,109,17,17,27,16,12,9,9,0,26,15,7,10,11,5,4,1,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-06-03 00:00:00,2026-06-04 00:00:00,407,4,123,22,28,41,30,26,18,11,1,31,13,7,20,13,14,3,2,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-06-04 00:00:00,2026-06-05 00:00:00,294,0,114,19,15,30,14,15,11,5,0,29,12,2,6,13,2,3,3,0,0,0,0,0,1,0,0,0
fukui-station-east-entrance,Face,2026-06-05 00:00:00,2026-06-06 00:00:00,358,4,127,27,27,36,12,13,11,4,0,27,19,15,13,11,6,4,2,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-06-06 00:00:00,2026-06-07 00:00:00,555,6,185,40,41,46,24,23,12,8,0,54,19,18,37,18,11,6,6,0,0,0,0,1,0,0,0,0
fukui-station-east-entrance,Face,2026-06-07 00:00:00,2026-06-08 00:00:00,493,7,189,35,23,41,27,17,5,7,2,50,17,10,21,13,11,11,4,0,1,0,0,0,1,0,1,0
fukui-station-east-entrance,Face,2026-06-08 00:00:00,2026-06-09 00:00:00,425,6,155,34,34,42,20,14,12,1,1,28,22,8,14,19,7,6,2,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-06-09 00:00:00,2026-06-10 00:00:00,242,3,87,21,13,28,15,13,3,7,0,17,4,5,5,9,6,2,4,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-06-10 00:00:00,2026-06-11 00:00:00,386,5,125,23,27,30,23,22,12,13,1,28,12,10,20,16,5,7,7,0,0,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-06-11 00:00:00,2026-06-12 00:00:00,455,1,150,28,36,50,17,18,20,14,0,35,10,25,18,13,10,7,2,0,1,0,0,0,0,0,0,0
fukui-station-east-entrance,Face,2026-06-12 00:00:00,2026-06-13 00:00:00,419,4,139,32,37,52,24,23,12,10,0,22,13,11,14,10,3,4,6,0,1,0,1,0,1,0,0,0
fukui-station-east-entrance,Face,2026-06-13 00:00:00,2026-06-14 00:00:00,869,9,310,70,66,89,46,25,14,14,3,78,38,25,36,19,11,3,3,0,8,0,0,0,1,1,0,0
fukui-station-east-entrance,Face,2026-06-14 00:00:00,2026-06-15 00:00:00,933,6,333,76,66,88,60,40,26,11,0,66,35,34,26,31,9,13,9,0,3,0,0,0,1,0,0,0
fukui-station-east-entrance,Face,2026-06-15 00:00:00,2026-06-16 00:00:00,623,3,238,52,37,60,33,15,15,5,0,50,29,20,28,16,7,3,11,0,0,0,0,0,0,1,0,0
fukui-station-east-entrance,Face,2026-06-16 00:00:00,2026-06-17 00:00:00,437,0,136,34,18,31,22,18,26,13,0,38,12,17,30,20,7,7,5,0,1,1,0,0,0,1,0,0
